"","groupID","featureID"
"ANKRA2:E005","ANKRA2","E005"
"ANKRA2:E006","ANKRA2","E006"
"ANKRA2:E007","ANKRA2","E007"
"ANKRA2:E008","ANKRA2","E008"
"ANKRA2:E009","ANKRA2","E009"
"ANKRA2:E010","ANKRA2","E010"
"ANKRA2:E011","ANKRA2","E011"
"ANKRA2:E012","ANKRA2","E012"
"ANKRA2:E013","ANKRA2","E013"
"ANKRD10:E001","ANKRD10","E001"
"ANKRD10:E002","ANKRD10","E002"
"ANKRD10:E003","ANKRD10","E003"
"ANKRD10:E004","ANKRD10","E004"
"ANKRD10:E005","ANKRD10","E005"
"ANKRD10:E006","ANKRD10","E006"
"ANKRD10:E007","ANKRD10","E007"
"ANKRD10:E008","ANKRD10","E008"
"ANKRD10:E009","ANKRD10","E009"
"ANKRD10:E010","ANKRD10","E010"
"ANKRD10:E011","ANKRD10","E011"
"ANKRD10:E012","ANKRD10","E012"
"ANKRD10:E013","ANKRD10","E013"
"ANKRD10:E014","ANKRD10","E014"
"ANKRD10:E015","ANKRD10","E015"
"ANKRD10:E016","ANKRD10","E016"
"ANKRD11:E003","ANKRD11","E003"
"ANKRD11:E004","ANKRD11","E004"
"ANKRD11:E005","ANKRD11","E005"
"ANKRD11:E006","ANKRD11","E006"
"ANKRD11:E007","ANKRD11","E007"
"ANKRD11:E008","ANKRD11","E008"
"ANKRD11:E009","ANKRD11","E009"
"ANKRD11:E010","ANKRD11","E010"
"ANKRD11:E011","ANKRD11","E011"
"ANKRD11:E012","ANKRD11","E012"
"ANKRD11:E013","ANKRD11","E013"
"ANKRD11:E014","ANKRD11","E014"
"ANKRD11:E015","ANKRD11","E015"
"ANKRD11:E016","ANKRD11","E016"
"ANKRD11:E017","ANKRD11","E017"
"ANKRD11:E018","ANKRD11","E018"
"ANKRD11:E019","ANKRD11","E019"
"ANKRD11:E020","ANKRD11","E020"
"ANKRD11:E021","ANKRD11","E021"
"ANKRD11:E022","ANKRD11","E022"
"ANKRD11:E023","ANKRD11","E023"
"ANKRD11:E024","ANKRD11","E024"
"ANKRD11:E025","ANKRD11","E025"
"ANKRD11:E026","ANKRD11","E026"
"ANKRD11:E028","ANKRD11","E028"
"ANKRD11:E029","ANKRD11","E029"
"ANKRD11:E030","ANKRD11","E030"
"ANKRD12:E001","ANKRD12","E001"
"ANKRD12:E002","ANKRD12","E002"
"ANKRD12:E003","ANKRD12","E003"
"ANKRD12:E004","ANKRD12","E004"
"ANKRD12:E005","ANKRD12","E005"
"ANKRD12:E006","ANKRD12","E006"
"ANKRD12:E007","ANKRD12","E007"
"ANKRD12:E008","ANKRD12","E008"
"ANKRD12:E009","ANKRD12","E009"
"ANKRD12:E010","ANKRD12","E010"
"ANKRD12:E012","ANKRD12","E012"
"ANKRD12:E013","ANKRD12","E013"
"ANKRD12:E014","ANKRD12","E014"
"ANKRD12:E015","ANKRD12","E015"
"ANKRD12:E016","ANKRD12","E016"
"ANKRD12:E017","ANKRD12","E017"
"ANKRD12:E018","ANKRD12","E018"
"ANKRD12:E019","ANKRD12","E019"
"ANKRD12:E020","ANKRD12","E020"
"ANKRD12:E021","ANKRD12","E021"
"ANKRD12:E022","ANKRD12","E022"
"ANKRD12:E023","ANKRD12","E023"
"ANKRD12:E026","ANKRD12","E026"
"ANKRD12:E027","ANKRD12","E027"
"ANKRD12:E028","ANKRD12","E028"
"ANKRD12:E029","ANKRD12","E029"
"ANKRD12:E030","ANKRD12","E030"
"ANKRD12:E031","ANKRD12","E031"
"ANKRD12:E032","ANKRD12","E032"
"ANKRD12:E033","ANKRD12","E033"
"ANKRD12:E034","ANKRD12","E034"
"ANKRD13B:E002","ANKRD13B","E002"
"ANKRD13B:E003","ANKRD13B","E003"
"ANKRD13B:E004","ANKRD13B","E004"
"ANKRD13B:E009","ANKRD13B","E009"
"ANKRD13B:E010","ANKRD13B","E010"
"ANKRD13B:E011","ANKRD13B","E011"
"ANKRD13B:E012","ANKRD13B","E012"
"ANKRD13B:E013","ANKRD13B","E013"
"ANKRD13B:E014","ANKRD13B","E014"
"ANKRD13B:E016","ANKRD13B","E016"
"ANKRD13B:E017","ANKRD13B","E017"
"ANKRD13B:E018","ANKRD13B","E018"
"ANKRD13B:E019","ANKRD13B","E019"
"ANKRD13B:E025","ANKRD13B","E025"
"ANKRD13B:E026","ANKRD13B","E026"
"ANKRD13B:E027","ANKRD13B","E027"
"ANKRD13B:E028","ANKRD13B","E028"
"ANKRD13B:E029","ANKRD13B","E029"
"ANKRD13B:E030","ANKRD13B","E030"
"ANKRD13D:E001","ANKRD13D","E001"
"ANKRD13D:E002","ANKRD13D","E002"
"ANKRD13D:E003","ANKRD13D","E003"
"ANKRD13D:E004","ANKRD13D","E004"
"ANKRD13D:E005","ANKRD13D","E005"
"ANKRD13D:E006","ANKRD13D","E006"
"ANKRD13D:E008","ANKRD13D","E008"
"ANKRD13D:E009","ANKRD13D","E009"
"ANKRD13D:E010","ANKRD13D","E010"
"ANKRD13D:E011","ANKRD13D","E011"
"ANKRD13D:E012","ANKRD13D","E012"
"ANKRD13D:E014","ANKRD13D","E014"
"ANKRD13D:E015","ANKRD13D","E015"
"ANKRD13D:E016","ANKRD13D","E016"
"ANKRD13D:E017","ANKRD13D","E017"
"ANKRD13D:E018","ANKRD13D","E018"
"ANKRD13D:E019","ANKRD13D","E019"
"ANKRD13D:E020","ANKRD13D","E020"
"ANKRD13D:E021","ANKRD13D","E021"
"ANKRD13D:E022","ANKRD13D","E022"
"ANKRD13D:E023","ANKRD13D","E023"
"ANKRD26:E001","ANKRD26","E001"
"ANKRD26:E002","ANKRD26","E002"
"ANKRD26:E003","ANKRD26","E003"
"ANKRD26:E004","ANKRD26","E004"
"ANKRD26:E005","ANKRD26","E005"
"ANKRD26:E006","ANKRD26","E006"
"ANKRD26:E007","ANKRD26","E007"
"ANKRD26:E008","ANKRD26","E008"
"ANKRD26:E009","ANKRD26","E009"
"ANKRD26:E010","ANKRD26","E010"
"ANKRD26:E011","ANKRD26","E011"
"ANKRD26:E012","ANKRD26","E012"
"ANKRD26:E014","ANKRD26","E014"
"ANKRD26:E015","ANKRD26","E015"
"ANKRD26:E016","ANKRD26","E016"
"ANKRD26:E017","ANKRD26","E017"
"ANKRD26:E018","ANKRD26","E018"
"ANKRD26:E019","ANKRD26","E019"
"ANKRD26:E020","ANKRD26","E020"
"ANKRD26:E021","ANKRD26","E021"
"ANKRD26:E023","ANKRD26","E023"
"ANKRD26:E024","ANKRD26","E024"
"ANKRD26:E025","ANKRD26","E025"
"ANKRD26:E026","ANKRD26","E026"
"ANKRD26:E028","ANKRD26","E028"
"ANKRD26:E029","ANKRD26","E029"
"ANKRD26:E030","ANKRD26","E030"
"ANKRD26:E032","ANKRD26","E032"
"ANKRD26:E033","ANKRD26","E033"
"ANKRD26:E034","ANKRD26","E034"
"ANKRD26:E035","ANKRD26","E035"
"ANKRD26:E036","ANKRD26","E036"
"ANKRD26:E037","ANKRD26","E037"
"ANKRD26:E038","ANKRD26","E038"
"ANKRD26:E039","ANKRD26","E039"
"ANKRD26:E041","ANKRD26","E041"
"ANKRD26:E042","ANKRD26","E042"
"ANKRD26:E044","ANKRD26","E044"
"ANKRD26:E045","ANKRD26","E045"
"ANKRD26:E046","ANKRD26","E046"
"ANKRD26:E047","ANKRD26","E047"
"ANKRD26:E048","ANKRD26","E048"
"ANKRD26:E049","ANKRD26","E049"
"ANKRD26:E052","ANKRD26","E052"
"ANKRD26:E053","ANKRD26","E053"
"ANKRD26:E054","ANKRD26","E054"
"ANKRD26:E055","ANKRD26","E055"
"ANKRD26:E056","ANKRD26","E056"
"ANKRD26:E057","ANKRD26","E057"
"ANKRD28:E001","ANKRD28","E001"
"ANKRD28:E002","ANKRD28","E002"
"ANKRD28:E003","ANKRD28","E003"
"ANKRD28:E005","ANKRD28","E005"
"ANKRD28:E006","ANKRD28","E006"
"ANKRD28:E007","ANKRD28","E007"
"ANKRD28:E009","ANKRD28","E009"
"ANKRD28:E010","ANKRD28","E010"
"ANKRD28:E011","ANKRD28","E011"
"ANKRD28:E012","ANKRD28","E012"
"ANKRD28:E013","ANKRD28","E013"
"ANKRD28:E014","ANKRD28","E014"
"ANKRD28:E015","ANKRD28","E015"
"ANKRD28:E016","ANKRD28","E016"
"ANKRD28:E017","ANKRD28","E017"
"ANKRD28:E018","ANKRD28","E018"
"ANKRD28:E019","ANKRD28","E019"
"ANKRD28:E020","ANKRD28","E020"
"ANKRD28:E021","ANKRD28","E021"
"ANKRD28:E022","ANKRD28","E022"
"ANKRD28:E023","ANKRD28","E023"
"ANKRD28:E024","ANKRD28","E024"
"ANKRD28:E025","ANKRD28","E025"
"ANKRD28:E026","ANKRD28","E026"
"ANKRD28:E027","ANKRD28","E027"
"ANKRD28:E028","ANKRD28","E028"
"ANKRD28:E030","ANKRD28","E030"
"ANKRD28:E031","ANKRD28","E031"
"ANKRD28:E034","ANKRD28","E034"
"ANKRD28:E035","ANKRD28","E035"
"ANKRD28:E036","ANKRD28","E036"
"ANKRD28:E037","ANKRD28","E037"
"ANKRD28:E038","ANKRD28","E038"
"ANKRD28:E039","ANKRD28","E039"
"ANKRD28:E040","ANKRD28","E040"
"ANKRD28:E041","ANKRD28","E041"
"ANKRD28:E042","ANKRD28","E042"
"ANKRD28:E043","ANKRD28","E043"
"ANKRD28:E044","ANKRD28","E044"
"ANKRD28:E045","ANKRD28","E045"
"ANKRD28:E046","ANKRD28","E046"
"ANKRD28:E047","ANKRD28","E047"
"ANKRD35:E001","ANKRD35","E001"
"ANKRD35:E002","ANKRD35","E002"
"ANKRD35:E003","ANKRD35","E003"
"ANKRD35:E004","ANKRD35","E004"
"ANKRD35:E005","ANKRD35","E005"
"ANKRD35:E006","ANKRD35","E006"
"ANKRD35:E007","ANKRD35","E007"
"ANKRD35:E008","ANKRD35","E008"
"ANKRD35:E009","ANKRD35","E009"
"ANKRD35:E010","ANKRD35","E010"
"ANKRD35:E011","ANKRD35","E011"
"ANKRD35:E012","ANKRD35","E012"
"ANKRD35:E013","ANKRD35","E013"
"ANKRD35:E014","ANKRD35","E014"
"ANKRD35:E015","ANKRD35","E015"
"ANKRD35:E016","ANKRD35","E016"
"ANKRD36B:E004","ANKRD36B","E004"
"ANKRD36B:E005","ANKRD36B","E005"
"ANKRD36B:E006","ANKRD36B","E006"
"ANKRD36B:E007","ANKRD36B","E007"
"ANKRD36B:E008","ANKRD36B","E008"
"ANKRD36B:E009","ANKRD36B","E009"
"ANKRD36B:E011","ANKRD36B","E011"
"ANKRD36B:E012","ANKRD36B","E012"
"ANKRD36B:E013","ANKRD36B","E013"
"ANKRD36B:E016","ANKRD36B","E016"
"ANKRD36B:E017","ANKRD36B","E017"
"ANKRD36B:E018","ANKRD36B","E018"
"ANKRD36B:E019","ANKRD36B","E019"
"ANKRD36B:E020","ANKRD36B","E020"
"ANKRD36B:E021","ANKRD36B","E021"
"ANKRD36B:E022","ANKRD36B","E022"
"ANKRD36B:E023","ANKRD36B","E023"
"ANKRD36B:E024","ANKRD36B","E024"
"ANKRD36B:E025","ANKRD36B","E025"
"ANKRD36B:E026","ANKRD36B","E026"
"ANKRD36B:E027","ANKRD36B","E027"
"ANKRD36B:E028","ANKRD36B","E028"
"ANKRD36B:E029","ANKRD36B","E029"
"ANKRD36B:E031","ANKRD36B","E031"
"ANKRD36B:E032","ANKRD36B","E032"
"ANKRD36B:E033","ANKRD36B","E033"
"ANKRD36B:E034","ANKRD36B","E034"
"ANKRD36B:E035","ANKRD36B","E035"
"ANKRD36B:E036","ANKRD36B","E036"
"ANKRD36B:E037","ANKRD36B","E037"
"ANKRD36B:E038","ANKRD36B","E038"
"ANKRD36B:E039","ANKRD36B","E039"
"ANKRD36B:E040","ANKRD36B","E040"
"ANKRD36B:E041","ANKRD36B","E041"
"ANKRD36B:E042","ANKRD36B","E042"
"ANKRD36B:E043","ANKRD36B","E043"
"ANKRD36B:E044","ANKRD36B","E044"
"ANKRD36B:E045","ANKRD36B","E045"
"ANKRD36B:E049","ANKRD36B","E049"
"ANKRD36B:E050","ANKRD36B","E050"
"ANKRD36B:E051","ANKRD36B","E051"
"ANKRD36B:E052","ANKRD36B","E052"
"ANKRD36B:E053","ANKRD36B","E053"
"ANKRD36B:E055","ANKRD36B","E055"
"ANKRD36B:E056","ANKRD36B","E056"
"ANKRD36B:E057","ANKRD36B","E057"
"ANKRD36B:E058","ANKRD36B","E058"
"ANKRD36B:E059","ANKRD36B","E059"
"ANKRD36B:E060","ANKRD36B","E060"
"ANKRD36B:E061","ANKRD36B","E061"
"ANKRD36B:E062","ANKRD36B","E062"
"ANKRD46:E001","ANKRD46","E001"
"ANKRD46:E002","ANKRD46","E002"
"ANKRD46:E004","ANKRD46","E004"
"ANKRD46:E005","ANKRD46","E005"
"ANKRD46:E006","ANKRD46","E006"
"ANKRD46:E007","ANKRD46","E007"
"ANKRD46:E008","ANKRD46","E008"
"ANKRD46:E009","ANKRD46","E009"
"ANKRD54:E002","ANKRD54","E002"
"ANKRD54:E004","ANKRD54","E004"
"ANKRD54:E005","ANKRD54","E005"
"ANKRD54:E006","ANKRD54","E006"
"ANKRD54:E009","ANKRD54","E009"
"ANKRD54:E010","ANKRD54","E010"
"ANKRD54:E011","ANKRD54","E011"
"ANKRD54:E012","ANKRD54","E012"
"ANKRD54:E013","ANKRD54","E013"
"ANKRD54:E017","ANKRD54","E017"
"ANKRD54:E018","ANKRD54","E018"
"ANKRD54:E019","ANKRD54","E019"
"ANKRD54:E020","ANKRD54","E020"
"ANKRD9:E001","ANKRD9","E001"
"ANKRD9:E002","ANKRD9","E002"
"ANKRD9:E003","ANKRD9","E003"
"ANKRD9:E004","ANKRD9","E004"
"ANKRD9:E005","ANKRD9","E005"
"ANKRD9:E006","ANKRD9","E006"
"ANKRD9:E007","ANKRD9","E007"
"ANKRD9:E008","ANKRD9","E008"
"ANKS1B:E001","ANKS1B","E001"
"ANKS1B:E002","ANKS1B","E002"
"ANKS1B:E003","ANKS1B","E003"
"ANKS1B:E004","ANKS1B","E004"
"ANKS1B:E005","ANKS1B","E005"
"ANKS1B:E006","ANKS1B","E006"
"ANKS1B:E007","ANKS1B","E007"
"ANKS1B:E010","ANKS1B","E010"
"ANKS1B:E011","ANKS1B","E011"
"ANKS1B:E012","ANKS1B","E012"
"ANKS1B:E013","ANKS1B","E013"
"ANKS1B:E014","ANKS1B","E014"
"ANKS1B:E015","ANKS1B","E015"
"ANKS1B:E016","ANKS1B","E016"
"ANKS1B:E017","ANKS1B","E017"
"ANKS1B:E020","ANKS1B","E020"
"ANKS1B:E021","ANKS1B","E021"
"ANKS1B:E022","ANKS1B","E022"
"ANKS1B:E023","ANKS1B","E023"
"ANKS1B:E024","ANKS1B","E024"
"ANKS1B:E025","ANKS1B","E025"
"ANKS1B:E026","ANKS1B","E026"
"ANKS1B:E027","ANKS1B","E027"
"ANKS1B:E028","ANKS1B","E028"
"ANKS1B:E035","ANKS1B","E035"
"ANKS1B:E036","ANKS1B","E036"
"ANKS1B:E037","ANKS1B","E037"
"ANKS1B:E039","ANKS1B","E039"
"ANKS1B:E040","ANKS1B","E040"
"ANKS1B:E041","ANKS1B","E041"
"ANKS1B:E042","ANKS1B","E042"
"ANKS1B:E046","ANKS1B","E046"
"ANKS1B:E048","ANKS1B","E048"
"ANKS1B:E049","ANKS1B","E049"
"ANKS1B:E050","ANKS1B","E050"
"ANKS1B:E051","ANKS1B","E051"
"ANKS1B:E052","ANKS1B","E052"
"ANKS1B:E053","ANKS1B","E053"
"ANKS1B:E054","ANKS1B","E054"
"ANKS1B:E055","ANKS1B","E055"
"ANKZF1:E001","ANKZF1","E001"
"ANKZF1:E002","ANKZF1","E002"
"ANKZF1:E003","ANKZF1","E003"
"ANKZF1:E004","ANKZF1","E004"
"ANKZF1:E005","ANKZF1","E005"
"ANKZF1:E006","ANKZF1","E006"
"ANKZF1:E007","ANKZF1","E007"
"ANKZF1:E008","ANKZF1","E008"
"ANKZF1:E009","ANKZF1","E009"
"ANKZF1:E010","ANKZF1","E010"
"ANKZF1:E011","ANKZF1","E011"
"ANKZF1:E012","ANKZF1","E012"
"ANKZF1:E013","ANKZF1","E013"
"ANKZF1:E014","ANKZF1","E014"
"ANKZF1:E015","ANKZF1","E015"
"ANKZF1:E016","ANKZF1","E016"
"ANKZF1:E017","ANKZF1","E017"
"ANKZF1:E018","ANKZF1","E018"
"ANKZF1:E019","ANKZF1","E019"
"ANKZF1:E020","ANKZF1","E020"
"ANKZF1:E021","ANKZF1","E021"
"ANKZF1:E022","ANKZF1","E022"
"ANKZF1:E023","ANKZF1","E023"
"ANO3:E001","ANO3","E001"
"ANO3:E003","ANO3","E003"
"ANO3:E004","ANO3","E004"
"ANO3:E005","ANO3","E005"
"ANO3:E006","ANO3","E006"
"ANO3:E007","ANO3","E007"
"ANO3:E010","ANO3","E010"
"ANO3:E011","ANO3","E011"
"ANO3:E013","ANO3","E013"
"ANO3:E014","ANO3","E014"
"ANO3:E015","ANO3","E015"
"ANO3:E016","ANO3","E016"
"ANO3:E017","ANO3","E017"
"ANO3:E018","ANO3","E018"
"ANO3:E019","ANO3","E019"
"ANO3:E020","ANO3","E020"
"ANO3:E022","ANO3","E022"
"ANO3:E023","ANO3","E023"
"ANO3:E024","ANO3","E024"
"ANO3:E026","ANO3","E026"
"ANO3:E027","ANO3","E027"
"ANO3:E028","ANO3","E028"
"ANO3:E029","ANO3","E029"
"ANO3:E030","ANO3","E030"
"ANO3:E031","ANO3","E031"
"ANO3:E033","ANO3","E033"
"ANO3:E034","ANO3","E034"
"ANO3:E035","ANO3","E035"
"ANP32E:E002","ANP32E","E002"
"ANP32E:E003","ANP32E","E003"
"ANP32E:E004","ANP32E","E004"
"ANP32E:E005","ANP32E","E005"
"ANP32E:E006","ANP32E","E006"
"ANP32E:E007","ANP32E","E007"
"ANP32E:E008","ANP32E","E008"
"ANP32E:E009","ANP32E","E009"
"ANP32E:E010","ANP32E","E010"
"ANP32E:E011","ANP32E","E011"
"ANP32E:E012","ANP32E","E012"
"ANPEP:E001","ANPEP","E001"
"ANPEP:E002","ANPEP","E002"
"ANPEP:E003","ANPEP","E003"
"ANPEP:E004","ANPEP","E004"
"ANPEP:E005","ANPEP","E005"
"ANPEP:E006","ANPEP","E006"
"ANPEP:E008","ANPEP","E008"
"ANPEP:E009","ANPEP","E009"
"ANPEP:E010","ANPEP","E010"
"ANPEP:E011","ANPEP","E011"
"ANPEP:E012","ANPEP","E012"
"ANPEP:E013","ANPEP","E013"
"ANPEP:E014","ANPEP","E014"
"ANPEP:E016","ANPEP","E016"
"ANPEP:E017","ANPEP","E017"
"ANPEP:E018","ANPEP","E018"
"ANPEP:E019","ANPEP","E019"
"ANPEP:E020","ANPEP","E020"
"ANPEP:E021","ANPEP","E021"
"ANPEP:E022","ANPEP","E022"
"ANPEP:E023","ANPEP","E023"
"ANTXR1:E002","ANTXR1","E002"
"ANTXR1:E004","ANTXR1","E004"
"ANTXR1:E005","ANTXR1","E005"
"ANTXR1:E006","ANTXR1","E006"
"ANTXR1:E007","ANTXR1","E007"
"ANTXR1:E008","ANTXR1","E008"
"ANTXR1:E009","ANTXR1","E009"
"ANTXR1:E010","ANTXR1","E010"
"ANTXR1:E011","ANTXR1","E011"
"ANTXR1:E012","ANTXR1","E012"
"ANTXR1:E013","ANTXR1","E013"
"ANTXR1:E014","ANTXR1","E014"
"ANTXR1:E015","ANTXR1","E015"
"ANTXR1:E016","ANTXR1","E016"
"ANTXR1:E018","ANTXR1","E018"
"ANTXR1:E019","ANTXR1","E019"
"ANTXR1:E020","ANTXR1","E020"
"ANTXR1:E022","ANTXR1","E022"
"ANTXR1:E023","ANTXR1","E023"
"ANTXR1:E024","ANTXR1","E024"
"ANTXR1:E025","ANTXR1","E025"
"ANXA11:E001","ANXA11","E001"
"ANXA11:E002","ANXA11","E002"
"ANXA11:E003","ANXA11","E003"
"ANXA11:E004","ANXA11","E004"
"ANXA11:E005","ANXA11","E005"
"ANXA11:E006","ANXA11","E006"
"ANXA11:E007","ANXA11","E007"
"ANXA11:E008","ANXA11","E008"
"ANXA11:E009","ANXA11","E009"
"ANXA11:E010","ANXA11","E010"
"ANXA11:E011","ANXA11","E011"
"ANXA11:E012","ANXA11","E012"
"ANXA11:E013","ANXA11","E013"
"ANXA11:E014","ANXA11","E014"
"ANXA11:E015","ANXA11","E015"
"ANXA11:E017","ANXA11","E017"
"ANXA11:E018","ANXA11","E018"
"ANXA11:E020","ANXA11","E020"
"ANXA11:E021","ANXA11","E021"
"ANXA11:E022","ANXA11","E022"
"ANXA11:E023","ANXA11","E023"
"ANXA11:E024","ANXA11","E024"
"ANXA11:E025","ANXA11","E025"
"ANXA11:E026","ANXA11","E026"
"ANXA11:E027","ANXA11","E027"
"ANXA11:E028","ANXA11","E028"
"ANXA2:E001","ANXA2","E001"
"ANXA2:E002","ANXA2","E002"
"ANXA2:E003","ANXA2","E003"
"ANXA2:E004","ANXA2","E004"
"ANXA2:E005","ANXA2","E005"
"ANXA2:E006","ANXA2","E006"
"ANXA2:E007","ANXA2","E007"
"ANXA2:E008","ANXA2","E008"
"ANXA2:E009","ANXA2","E009"
"ANXA2:E010","ANXA2","E010"
"ANXA2:E011","ANXA2","E011"
"ANXA2:E012","ANXA2","E012"
"ANXA2:E013","ANXA2","E013"
"ANXA2:E015","ANXA2","E015"
"ANXA2:E016","ANXA2","E016"
"ANXA2:E017","ANXA2","E017"
"ANXA2:E018","ANXA2","E018"
"ANXA2:E019","ANXA2","E019"
"ANXA2:E020","ANXA2","E020"
"ANXA2:E021","ANXA2","E021"
"ANXA4:E001","ANXA4","E001"
"ANXA4:E002","ANXA4","E002"
"ANXA4:E003","ANXA4","E003"
"ANXA4:E004","ANXA4","E004"
"ANXA4:E005","ANXA4","E005"
"ANXA4:E006","ANXA4","E006"
"ANXA4:E008","ANXA4","E008"
"ANXA4:E011","ANXA4","E011"
"ANXA4:E012","ANXA4","E012"
"ANXA4:E014","ANXA4","E014"
"ANXA4:E015","ANXA4","E015"
"ANXA4:E016","ANXA4","E016"
"ANXA4:E017","ANXA4","E017"
"ANXA4:E018","ANXA4","E018"
"ANXA4:E019","ANXA4","E019"
"ANXA4:E020","ANXA4","E020"
"ANXA4:E021","ANXA4","E021"
"ANXA4:E022","ANXA4","E022"
"ANXA4:E023","ANXA4","E023"
"ANXA5:E001","ANXA5","E001"
"ANXA5:E002","ANXA5","E002"
"ANXA5:E003","ANXA5","E003"
"ANXA5:E004","ANXA5","E004"
"ANXA5:E006","ANXA5","E006"
"ANXA5:E007","ANXA5","E007"
"ANXA5:E008","ANXA5","E008"
"ANXA5:E009","ANXA5","E009"
"ANXA5:E010","ANXA5","E010"
"ANXA5:E011","ANXA5","E011"
"ANXA5:E012","ANXA5","E012"
"ANXA5:E013","ANXA5","E013"
"ANXA5:E014","ANXA5","E014"
"ANXA5:E015","ANXA5","E015"
"ANXA6:E001","ANXA6","E001"
"ANXA6:E002","ANXA6","E002"
"ANXA6:E003","ANXA6","E003"
"ANXA6:E004","ANXA6","E004"
"ANXA6:E005","ANXA6","E005"
"ANXA6:E006","ANXA6","E006"
"ANXA6:E007","ANXA6","E007"
"ANXA6:E008","ANXA6","E008"
"ANXA6:E009","ANXA6","E009"
"ANXA6:E010","ANXA6","E010"
"ANXA6:E011","ANXA6","E011"
"ANXA6:E012","ANXA6","E012"
"ANXA6:E013","ANXA6","E013"
"ANXA6:E014","ANXA6","E014"
"ANXA6:E015","ANXA6","E015"
"ANXA6:E016","ANXA6","E016"
"ANXA6:E017","ANXA6","E017"
"ANXA6:E018","ANXA6","E018"
"ANXA6:E019","ANXA6","E019"
"ANXA6:E020","ANXA6","E020"
"ANXA6:E021","ANXA6","E021"
"ANXA6:E022","ANXA6","E022"
"ANXA6:E023","ANXA6","E023"
"ANXA6:E024","ANXA6","E024"
"ANXA6:E025","ANXA6","E025"
"ANXA6:E026","ANXA6","E026"
"ANXA6:E027","ANXA6","E027"
"ANXA9:E001","ANXA9","E001"
"ANXA9:E002","ANXA9","E002"
"ANXA9:E003","ANXA9","E003"
"ANXA9:E004","ANXA9","E004"
"ANXA9:E005","ANXA9","E005"
"ANXA9:E006","ANXA9","E006"
"ANXA9:E007","ANXA9","E007"
"ANXA9:E008","ANXA9","E008"
"ANXA9:E009","ANXA9","E009"
"ANXA9:E010","ANXA9","E010"
"ANXA9:E011","ANXA9","E011"
"ANXA9:E012","ANXA9","E012"
"ANXA9:E013","ANXA9","E013"
"ANXA9:E014","ANXA9","E014"
"ANXA9:E015","ANXA9","E015"
"ANXA9:E016","ANXA9","E016"
"AOPEP:E002","AOPEP","E002"
"AOPEP:E004","AOPEP","E004"
"AOPEP:E006","AOPEP","E006"
"AOPEP:E007","AOPEP","E007"
"AOPEP:E008","AOPEP","E008"
"AOPEP:E009","AOPEP","E009"
"AOPEP:E010","AOPEP","E010"
"AOPEP:E011","AOPEP","E011"
"AOPEP:E012","AOPEP","E012"
"AOPEP:E013","AOPEP","E013"
"AOPEP:E014","AOPEP","E014"
"AOPEP:E015","AOPEP","E015"
"AOPEP:E016","AOPEP","E016"
"AOPEP:E017","AOPEP","E017"
"AOPEP:E018","AOPEP","E018"
"AOPEP:E019","AOPEP","E019"
"AOPEP:E020","AOPEP","E020"
"AOPEP:E021","AOPEP","E021"
"AOPEP:E022","AOPEP","E022"
"AOPEP:E023","AOPEP","E023"
"AOPEP:E024","AOPEP","E024"
"AOPEP:E025","AOPEP","E025"
"AOPEP:E027","AOPEP","E027"
"AOPEP:E028","AOPEP","E028"
"AOPEP:E029","AOPEP","E029"
"AOPEP:E030","AOPEP","E030"
"AOPEP:E031","AOPEP","E031"
"AOPEP:E032","AOPEP","E032"
"AOPEP:E033","AOPEP","E033"
"AOPEP:E034","AOPEP","E034"
"AOPEP:E035","AOPEP","E035"
"AOPEP:E037","AOPEP","E037"
"AP1AR:E001","AP1AR","E001"
"AP1AR:E002","AP1AR","E002"
"AP1AR:E007","AP1AR","E007"
"AP1AR:E008","AP1AR","E008"
"AP1AR:E009","AP1AR","E009"
"AP1AR:E010","AP1AR","E010"
"AP1AR:E011","AP1AR","E011"
"AP1AR:E012","AP1AR","E012"
"AP1AR:E013","AP1AR","E013"
"AP1AR:E014","AP1AR","E014"
"AP1G1:E001","AP1G1","E001"
"AP1G1:E002","AP1G1","E002"
"AP1G1:E003","AP1G1","E003"
"AP1G1:E004","AP1G1","E004"
"AP1G1:E005","AP1G1","E005"
"AP1G1:E006","AP1G1","E006"
"AP1G1:E007","AP1G1","E007"
"AP1G1:E008","AP1G1","E008"
"AP1G1:E009","AP1G1","E009"
"AP1G1:E010","AP1G1","E010"
"AP1G1:E011","AP1G1","E011"
"AP1G1:E012","AP1G1","E012"
"AP1G1:E013","AP1G1","E013"
"AP1G1:E014","AP1G1","E014"
"AP1G1:E015","AP1G1","E015"
"AP1G1:E016","AP1G1","E016"
"AP1G1:E017","AP1G1","E017"
"AP1G1:E018","AP1G1","E018"
"AP1G1:E019","AP1G1","E019"
"AP1G1:E020","AP1G1","E020"
"AP1G1:E021","AP1G1","E021"
"AP1G1:E022","AP1G1","E022"
"AP1G1:E023","AP1G1","E023"
"AP1G1:E024","AP1G1","E024"
"AP1G2:E001","AP1G2","E001"
"AP1G2:E002","AP1G2","E002"
"AP1G2:E003","AP1G2","E003"
"AP1G2:E004","AP1G2","E004"
"AP1G2:E005","AP1G2","E005"
"AP1G2:E006","AP1G2","E006"
"AP1G2:E007","AP1G2","E007"
"AP1G2:E008","AP1G2","E008"
"AP1G2:E009","AP1G2","E009"
"AP1G2:E010","AP1G2","E010"
"AP1G2:E011","AP1G2","E011"
