"","groupID","featureID"
"A1BG:E001","A1BG","E001"
"A1BG:E002","A1BG","E002"
"A1BG:E003","A1BG","E003"
"A1BG:E004","A1BG","E004"
"A1BG:E005","A1BG","E005"
"A1BG:E006","A1BG","E006"
"A1BG:E007","A1BG","E007"
"A1BG:E008","A1BG","E008"
"A2M:E001","A2M","E001"
"A2M:E002","A2M","E002"
"A2M:E003","A2M","E003"
"A2M:E004","A2M","E004"
"A2M:E005","A2M","E005"
"A2M:E006","A2M","E006"
"A2M:E007","A2M","E007"
"A2M:E008","A2M","E008"
"A2M:E009","A2M","E009"
"A2M:E010","A2M","E010"
"A2M:E011","A2M","E011"
"A2M:E012","A2M","E012"
"A2M:E013","A2M","E013"
"A2M:E014","A2M","E014"
"A2M:E015","A2M","E015"
"A2M:E016","A2M","E016"
"A2M:E017","A2M","E017"
"A2M:E018","A2M","E018"
"A2M:E019","A2M","E019"
"A2M:E020","A2M","E020"
"A2M:E021","A2M","E021"
"A2M:E022","A2M","E022"
"A2M:E023","A2M","E023"
"A2M:E024","A2M","E024"
"A2M:E025","A2M","E025"
"A2M:E026","A2M","E026"
"A2M:E027","A2M","E027"
"A2M:E028","A2M","E028"
"A2M:E029","A2M","E029"
"A2M:E030","A2M","E030"
"A2M:E031","A2M","E031"
"A2M:E032","A2M","E032"
"A2M:E033","A2M","E033"
"A2M:E034","A2M","E034"
"A2M:E035","A2M","E035"
"A2M:E036","A2M","E036"
"A2M:E037","A2M","E037"
"A2M:E038","A2M","E038"
"A2M:E039","A2M","E039"
"A2M:E040","A2M","E040"
"A2M:E041","A2M","E041"
"AAGAB:E002","AAGAB","E002"
"AAGAB:E003","AAGAB","E003"
"AAGAB:E004","AAGAB","E004"
"AAGAB:E007","AAGAB","E007"
"AAGAB:E008","AAGAB","E008"
"AAGAB:E009","AAGAB","E009"
"AAGAB:E010","AAGAB","E010"
"AAGAB:E011","AAGAB","E011"
"AAGAB:E012","AAGAB","E012"
"AAGAB:E013","AAGAB","E013"
"AAGAB:E014","AAGAB","E014"
"AAGAB:E015","AAGAB","E015"
"AAGAB:E016","AAGAB","E016"
"AAGAB:E017","AAGAB","E017"
"AAGAB:E018","AAGAB","E018"
"AAMDC:E001","AAMDC","E001"
"AAMDC:E002","AAMDC","E002"
"AAMDC:E003","AAMDC","E003"
"AAMDC:E004","AAMDC","E004"
"AAMDC:E005","AAMDC","E005"
"AAMDC:E006","AAMDC","E006"
"AAMDC:E007","AAMDC","E007"
"AAMDC:E008","AAMDC","E008"
"AAMDC:E009","AAMDC","E009"
"AAMDC:E010","AAMDC","E010"
"AAMDC:E011","AAMDC","E011"
"AAMDC:E012","AAMDC","E012"
"AAMDC:E013","AAMDC","E013"
"AAMDC:E014","AAMDC","E014"
"AAMDC:E015","AAMDC","E015"
"AAR2:E001","AAR2","E001"
"AAR2:E002","AAR2","E002"
"AAR2:E003","AAR2","E003"
"AAR2:E004","AAR2","E004"
"AAR2:E005","AAR2","E005"
"AAR2:E006","AAR2","E006"
"AAR2:E008","AAR2","E008"
"AAR2:E009","AAR2","E009"
"AAR2:E010","AAR2","E010"
"AAR2:E011","AAR2","E011"
"AASDH:E002","AASDH","E002"
"AASDH:E003","AASDH","E003"
"AASDH:E004","AASDH","E004"
"AASDH:E005","AASDH","E005"
"AASDH:E007","AASDH","E007"
"AASDH:E008","AASDH","E008"
"AASDH:E009","AASDH","E009"
"AASDH:E010","AASDH","E010"
"AASDH:E011","AASDH","E011"
"AASDH:E012","AASDH","E012"
"AASDH:E013","AASDH","E013"
"AASDH:E014","AASDH","E014"
"AASDH:E015","AASDH","E015"
"AASDH:E016","AASDH","E016"
"AASDH:E017","AASDH","E017"
"AASDH:E018","AASDH","E018"
"AASDH:E019","AASDH","E019"
"AASDH:E020","AASDH","E020"
"AASDH:E021","AASDH","E021"
"AASDHPPT:E001","AASDHPPT","E001"
"AASDHPPT:E003","AASDHPPT","E003"
"AASDHPPT:E004","AASDHPPT","E004"
"AASDHPPT:E005","AASDHPPT","E005"
"AASDHPPT:E006","AASDHPPT","E006"
"AASDHPPT:E007","AASDHPPT","E007"
"AASDHPPT:E008","AASDHPPT","E008"
"AATK:E001","AATK","E001"
"AATK:E003","AATK","E003"
"AATK:E004","AATK","E004"
"AATK:E005","AATK","E005"
"AATK:E006","AATK","E006"
"AATK:E007","AATK","E007"
"AATK:E009","AATK","E009"
"AATK:E011","AATK","E011"
"AATK:E012","AATK","E012"
"AATK:E013","AATK","E013"
"AATK:E014","AATK","E014"
"AATK:E015","AATK","E015"
"ABAT:E001","ABAT","E001"
"ABAT:E004","ABAT","E004"
"ABAT:E005","ABAT","E005"
"ABAT:E006","ABAT","E006"
"ABAT:E007","ABAT","E007"
"ABAT:E008","ABAT","E008"
"ABAT:E009","ABAT","E009"
"ABAT:E011","ABAT","E011"
"ABAT:E014","ABAT","E014"
"ABAT:E015","ABAT","E015"
"ABAT:E016","ABAT","E016"
"ABAT:E018","ABAT","E018"
"ABAT:E022","ABAT","E022"
"ABAT:E023","ABAT","E023"
"ABCA7:E001","ABCA7","E001"
"ABCA7:E002","ABCA7","E002"
"ABCA7:E003","ABCA7","E003"
"ABCA7:E004","ABCA7","E004"
"ABCA7:E005","ABCA7","E005"
"ABCA7:E006","ABCA7","E006"
"ABCA7:E007","ABCA7","E007"
"ABCA7:E008","ABCA7","E008"
"ABCA7:E009","ABCA7","E009"
"ABCA7:E010","ABCA7","E010"
"ABCA7:E011","ABCA7","E011"
"ABCA7:E012","ABCA7","E012"
"ABCA7:E013","ABCA7","E013"
"ABCA7:E014","ABCA7","E014"
"ABCA7:E015","ABCA7","E015"
"ABCA7:E016","ABCA7","E016"
"ABCA7:E017","ABCA7","E017"
"ABCA7:E018","ABCA7","E018"
"ABCA7:E019","ABCA7","E019"
"ABCA7:E022","ABCA7","E022"
"ABCA7:E023","ABCA7","E023"
"ABCA7:E024","ABCA7","E024"
"ABCA7:E025","ABCA7","E025"
"ABCA7:E026","ABCA7","E026"
"ABCA7:E027","ABCA7","E027"
"ABCA7:E029","ABCA7","E029"
"ABCA7:E030","ABCA7","E030"
"ABCA7:E031","ABCA7","E031"
"ABCA7:E032","ABCA7","E032"
"ABCA7:E033","ABCA7","E033"
"ABCA7:E034","ABCA7","E034"
"ABCA7:E035","ABCA7","E035"
"ABCA7:E036","ABCA7","E036"
"ABCA7:E037","ABCA7","E037"
"ABCA7:E038","ABCA7","E038"
"ABCA7:E039","ABCA7","E039"
"ABCA7:E040","ABCA7","E040"
"ABCA7:E041","ABCA7","E041"
"ABCA7:E042","ABCA7","E042"
"ABCA7:E043","ABCA7","E043"
"ABCA7:E044","ABCA7","E044"
"ABCA7:E045","ABCA7","E045"
"ABCA7:E046","ABCA7","E046"
"ABCA7:E047","ABCA7","E047"
"ABCA7:E048","ABCA7","E048"
"ABCA7:E049","ABCA7","E049"
"ABCA7:E050","ABCA7","E050"
"ABCA7:E051","ABCA7","E051"
"ABCA7:E052","ABCA7","E052"
"ABCA7:E053","ABCA7","E053"
"ABCA7:E058","ABCA7","E058"
"ABCA7:E059","ABCA7","E059"
"ABCA7:E060","ABCA7","E060"
"ABCA7:E061","ABCA7","E061"
"ABCA7:E062","ABCA7","E062"
"ABCA7:E063","ABCA7","E063"
"ABCA7:E064","ABCA7","E064"
"ABCA7:E065","ABCA7","E065"
"ABCA7:E066","ABCA7","E066"
"ABCA7:E067","ABCA7","E067"
"ABCA7:E068","ABCA7","E068"
"ABCB8:E001","ABCB8","E001"
"ABCB8:E003","ABCB8","E003"
"ABCB8:E004","ABCB8","E004"
"ABCB8:E005","ABCB8","E005"
"ABCB8:E006","ABCB8","E006"
"ABCB8:E007","ABCB8","E007"
"ABCB8:E008","ABCB8","E008"
"ABCB8:E009","ABCB8","E009"
"ABCB8:E010","ABCB8","E010"
"ABCB8:E011","ABCB8","E011"
"ABCB8:E013","ABCB8","E013"
"ABCB8:E014","ABCB8","E014"
"ABCB8:E016","ABCB8","E016"
"ABCB8:E017","ABCB8","E017"
"ABCB8:E018","ABCB8","E018"
"ABCC10:E002","ABCC10","E002"
"ABCC10:E009","ABCC10","E009"
"ABCC10:E011","ABCC10","E011"
"ABCC10:E012","ABCC10","E012"
"ABCC10:E013","ABCC10","E013"
"ABCC10:E015","ABCC10","E015"
"ABCC10:E016","ABCC10","E016"
"ABCC10:E017","ABCC10","E017"
"ABCC10:E018","ABCC10","E018"
"ABCC10:E020","ABCC10","E020"
"ABCC10:E021","ABCC10","E021"
"ABCC10:E022","ABCC10","E022"
"ABCC10:E023","ABCC10","E023"
"ABCC10:E024","ABCC10","E024"
"ABCC10:E025","ABCC10","E025"
"ABCC10:E026","ABCC10","E026"
"ABCC10:E027","ABCC10","E027"
"ABCC10:E028","ABCC10","E028"
"ABCC10:E030","ABCC10","E030"
"ABCC10:E031","ABCC10","E031"
"ABCC10:E032","ABCC10","E032"
"ABCC10:E033","ABCC10","E033"
"ABCC10:E034","ABCC10","E034"
"ABCC10:E036","ABCC10","E036"
"ABCC10:E037","ABCC10","E037"
"ABCC10:E038","ABCC10","E038"
"ABCC10:E039","ABCC10","E039"
"ABCC10:E040","ABCC10","E040"
"ABCC10:E041","ABCC10","E041"
"ABCC10:E042","ABCC10","E042"
"ABCC10:E043","ABCC10","E043"
"ABCC10:E044","ABCC10","E044"
"ABCC10:E045","ABCC10","E045"
"ABCC3:E001","ABCC3","E001"
"ABCC3:E002","ABCC3","E002"
"ABCC3:E003","ABCC3","E003"
"ABCC3:E004","ABCC3","E004"
"ABCC3:E005","ABCC3","E005"
"ABCC3:E007","ABCC3","E007"
"ABCC3:E008","ABCC3","E008"
"ABCC3:E009","ABCC3","E009"
"ABCC3:E012","ABCC3","E012"
"ABCC3:E013","ABCC3","E013"
"ABCC3:E017","ABCC3","E017"
"ABCC3:E018","ABCC3","E018"
"ABCC3:E019","ABCC3","E019"
"ABCC3:E020","ABCC3","E020"
"ABCC3:E021","ABCC3","E021"
"ABCC3:E022","ABCC3","E022"
"ABCC3:E023","ABCC3","E023"
"ABCC3:E024","ABCC3","E024"
"ABCC3:E025","ABCC3","E025"
"ABCC3:E026","ABCC3","E026"
"ABCC3:E028","ABCC3","E028"
"ABCC3:E030","ABCC3","E030"
"ABCC3:E031","ABCC3","E031"
"ABCC3:E032","ABCC3","E032"
"ABCC3:E033","ABCC3","E033"
"ABCC5:E002","ABCC5","E002"
"ABCC5:E003","ABCC5","E003"
"ABCC5:E004","ABCC5","E004"
"ABCC5:E005","ABCC5","E005"
"ABCC5:E006","ABCC5","E006"
"ABCC5:E008","ABCC5","E008"
"ABCC5:E009","ABCC5","E009"
"ABCC5:E010","ABCC5","E010"
"ABCC5:E011","ABCC5","E011"
"ABCC5:E012","ABCC5","E012"
"ABCC5:E013","ABCC5","E013"
"ABCC5:E014","ABCC5","E014"
"ABCC5:E015","ABCC5","E015"
"ABCC5:E016","ABCC5","E016"
"ABCC5:E017","ABCC5","E017"
"ABCC5:E018","ABCC5","E018"
"ABCC5:E019","ABCC5","E019"
"ABCC5:E022","ABCC5","E022"
"ABCC5:E023","ABCC5","E023"
"ABCC5:E024","ABCC5","E024"
"ABCC5:E025","ABCC5","E025"
"ABCC5:E026","ABCC5","E026"
"ABCC5:E027","ABCC5","E027"
"ABCC5:E028","ABCC5","E028"
"ABCC5:E029","ABCC5","E029"
"ABCC5:E030","ABCC5","E030"
"ABCC5:E031","ABCC5","E031"
"ABCC5:E032","ABCC5","E032"
"ABCC5:E033","ABCC5","E033"
"ABCC5:E034","ABCC5","E034"
"ABCC5:E035","ABCC5","E035"
"ABCC5:E036","ABCC5","E036"
"ABCC5:E037","ABCC5","E037"
"ABCC5:E038","ABCC5","E038"
"ABCC5:E039","ABCC5","E039"
"ABCC5:E041","ABCC5","E041"
"ABCC5:E043","ABCC5","E043"
"ABCC5:E044","ABCC5","E044"
"ABCD3:E001","ABCD3","E001"
"ABCD3:E003","ABCD3","E003"
"ABCD3:E004","ABCD3","E004"
"ABCD3:E005","ABCD3","E005"
"ABCD3:E006","ABCD3","E006"
"ABCD3:E007","ABCD3","E007"
"ABCD3:E008","ABCD3","E008"
"ABCD3:E009","ABCD3","E009"
"ABCD3:E010","ABCD3","E010"
"ABCD3:E011","ABCD3","E011"
"ABCD3:E012","ABCD3","E012"
"ABCD3:E013","ABCD3","E013"
"ABCD3:E014","ABCD3","E014"
"ABCD3:E015","ABCD3","E015"
"ABCD3:E016","ABCD3","E016"
"ABCD3:E017","ABCD3","E017"
"ABCD3:E020","ABCD3","E020"
"ABCD3:E021","ABCD3","E021"
"ABCD3:E022","ABCD3","E022"
"ABCD3:E023","ABCD3","E023"
"ABCD3:E027","ABCD3","E027"
"ABCD3:E028","ABCD3","E028"
"ABHD12:E001","ABHD12","E001"
"ABHD12:E002","ABHD12","E002"
"ABHD12:E003","ABHD12","E003"
"ABHD12:E004","ABHD12","E004"
"ABHD12:E005","ABHD12","E005"
"ABHD12:E006","ABHD12","E006"
"ABHD12:E007","ABHD12","E007"
"ABHD12:E008","ABHD12","E008"
"ABHD12:E009","ABHD12","E009"
"ABHD12:E010","ABHD12","E010"
"ABHD12:E013","ABHD12","E013"
"ABHD12:E014","ABHD12","E014"
"ABHD12:E015","ABHD12","E015"
"ABHD12:E016","ABHD12","E016"
"ABHD12:E017","ABHD12","E017"
"ABHD12:E018","ABHD12","E018"
"ABHD16A:E001","ABHD16A","E001"
"ABHD16A:E002","ABHD16A","E002"
"ABHD16A:E003","ABHD16A","E003"
"ABHD16A:E004","ABHD16A","E004"
"ABHD16A:E005","ABHD16A","E005"
"ABHD16A:E006","ABHD16A","E006"
"ABHD16A:E007","ABHD16A","E007"
"ABHD16A:E008","ABHD16A","E008"
"ABHD16A:E009","ABHD16A","E009"
"ABHD16A:E010","ABHD16A","E010"
"ABHD16A:E011","ABHD16A","E011"
"ABHD16A:E012","ABHD16A","E012"
"ABHD16A:E013","ABHD16A","E013"
"ABHD16A:E014","ABHD16A","E014"
"ABHD16A:E015","ABHD16A","E015"
"ABHD16A:E016","ABHD16A","E016"
"ABHD16A:E017","ABHD16A","E017"
"ABHD16A:E018","ABHD16A","E018"
"ABHD16A:E019","ABHD16A","E019"
"ABHD16A:E020","ABHD16A","E020"
"ABHD16A:E021","ABHD16A","E021"
"ABHD17A:E001","ABHD17A","E001"
"ABHD17A:E002","ABHD17A","E002"
"ABHD17A:E003","ABHD17A","E003"
"ABHD17A:E004","ABHD17A","E004"
"ABHD17A:E005","ABHD17A","E005"
"ABHD17A:E006","ABHD17A","E006"
"ABHD17A:E007","ABHD17A","E007"
"ABHD2:E002","ABHD2","E002"
"ABHD2:E003","ABHD2","E003"
"ABHD2:E004","ABHD2","E004"
"ABHD2:E005","ABHD2","E005"
"ABHD2:E006","ABHD2","E006"
"ABHD2:E009","ABHD2","E009"
"ABHD2:E011","ABHD2","E011"
"ABHD2:E016","ABHD2","E016"
"ABHD2:E017","ABHD2","E017"
"ABHD2:E018","ABHD2","E018"
"ABHD2:E019","ABHD2","E019"
"ABHD2:E020","ABHD2","E020"
"ABHD2:E021","ABHD2","E021"
"ABHD2:E023","ABHD2","E023"
"ABHD2:E024","ABHD2","E024"
"ABHD3:E001","ABHD3","E001"
"ABHD3:E002","ABHD3","E002"
"ABHD3:E003","ABHD3","E003"
"ABHD3:E004","ABHD3","E004"
"ABHD3:E005","ABHD3","E005"
"ABHD3:E006","ABHD3","E006"
"ABHD3:E007","ABHD3","E007"
"ABHD3:E009","ABHD3","E009"
"ABHD3:E012","ABHD3","E012"
"ABHD3:E013","ABHD3","E013"
"ABHD3:E014","ABHD3","E014"
"ABHD3:E015","ABHD3","E015"
"ABHD3:E016","ABHD3","E016"
"ABHD3:E017","ABHD3","E017"
"ABHD3:E018","ABHD3","E018"
"ABI1:E001","ABI1","E001"
"ABI1:E002","ABI1","E002"
"ABI1:E003","ABI1","E003"
"ABI1:E004","ABI1","E004"
"ABI1:E005","ABI1","E005"
"ABI1:E006","ABI1","E006"
"ABI1:E007","ABI1","E007"
"ABI1:E008","ABI1","E008"
"ABI1:E009","ABI1","E009"
"ABI1:E010","ABI1","E010"
"ABI1:E011","ABI1","E011"
"ABI1:E012","ABI1","E012"
"ABI1:E013","ABI1","E013"
"ABI1:E014","ABI1","E014"
"ABI1:E015","ABI1","E015"
"ABI1:E017","ABI1","E017"
"ABI1:E018","ABI1","E018"
"ABI2:E001","ABI2","E001"
"ABI2:E002","ABI2","E002"
"ABI2:E003","ABI2","E003"
"ABI2:E004","ABI2","E004"
"ABI2:E007","ABI2","E007"
"ABI2:E008","ABI2","E008"
"ABI2:E010","ABI2","E010"
"ABI2:E011","ABI2","E011"
"ABI2:E012","ABI2","E012"
"ABI2:E013","ABI2","E013"
"ABI2:E014","ABI2","E014"
"ABI2:E015","ABI2","E015"
"ABI2:E016","ABI2","E016"
"ABI2:E017","ABI2","E017"
"ABI2:E018","ABI2","E018"
"ABI2:E019","ABI2","E019"
"ABI2:E020","ABI2","E020"
"ABI2:E021","ABI2","E021"
"ABI2:E022","ABI2","E022"
"ABI2:E023","ABI2","E023"
"ABI2:E024","ABI2","E024"
"ABI2:E025","ABI2","E025"
"ABI2:E026","ABI2","E026"
"ABI2:E027","ABI2","E027"
"ABI2:E028","ABI2","E028"
"ABI2:E029","ABI2","E029"
"ABI2:E030","ABI2","E030"
"ABI2:E031","ABI2","E031"
"ABL2:E001","ABL2","E001"
"ABL2:E002","ABL2","E002"
"ABL2:E003","ABL2","E003"
"ABL2:E004","ABL2","E004"
"ABL2:E005","ABL2","E005"
"ABL2:E006","ABL2","E006"
"ABL2:E007","ABL2","E007"
"ABL2:E008","ABL2","E008"
"ABL2:E009","ABL2","E009"
"ABL2:E012","ABL2","E012"
"ABL2:E013","ABL2","E013"
"ABL2:E014","ABL2","E014"
"ABL2:E015","ABL2","E015"
"ABL2:E016","ABL2","E016"
"ABL2:E018","ABL2","E018"
"ABL2:E019","ABL2","E019"
"ABLIM1:E002","ABLIM1","E002"
"ABLIM1:E003","ABLIM1","E003"
"ABLIM1:E004","ABLIM1","E004"
"ABLIM1:E005","ABLIM1","E005"
"ABLIM1:E006","ABLIM1","E006"
"ABLIM1:E007","ABLIM1","E007"
"ABLIM1:E008","ABLIM1","E008"
"ABLIM1:E009","ABLIM1","E009"
"ABLIM1:E010","ABLIM1","E010"
"ABLIM1:E011","ABLIM1","E011"
"ABLIM1:E012","ABLIM1","E012"
"ABLIM1:E013","ABLIM1","E013"
"ABLIM1:E014","ABLIM1","E014"
"ABLIM1:E015","ABLIM1","E015"
"ABLIM1:E016","ABLIM1","E016"
"ABLIM1:E017","ABLIM1","E017"
"ABLIM1:E018","ABLIM1","E018"
"ABLIM1:E019","ABLIM1","E019"
"ABLIM1:E020","ABLIM1","E020"
"ABLIM1:E021","ABLIM1","E021"
"ABLIM1:E022","ABLIM1","E022"
"ABLIM1:E023","ABLIM1","E023"
"ABLIM1:E024","ABLIM1","E024"
"ABLIM1:E025","ABLIM1","E025"
"ABLIM1:E026","ABLIM1","E026"
"ABLIM1:E028","ABLIM1","E028"
"ABLIM1:E029","ABLIM1","E029"
"ABLIM1:E030","ABLIM1","E030"
"ABLIM1:E031","ABLIM1","E031"
"ABLIM1:E032","ABLIM1","E032"
"ABLIM1:E035","ABLIM1","E035"
"ABLIM1:E036","ABLIM1","E036"
"ABLIM1:E039","ABLIM1","E039"
"ABLIM1:E040","ABLIM1","E040"
"ABLIM1:E043","ABLIM1","E043"
"ABLIM1:E044","ABLIM1","E044"
"ABLIM1:E046","ABLIM1","E046"
"ABLIM1:E048","ABLIM1","E048"
"ABLIM2:E002","ABLIM2","E002"
"ABLIM2:E003","ABLIM2","E003"
"ABLIM2:E004","ABLIM2","E004"
"ABLIM2:E005","ABLIM2","E005"
"ABLIM2:E006","ABLIM2","E006"
"ABLIM2:E007","ABLIM2","E007"
"ABLIM2:E009","ABLIM2","E009"
"ABLIM2:E010","ABLIM2","E010"
"ABLIM2:E011","ABLIM2","E011"
"ABLIM2:E012","ABLIM2","E012"
"ABLIM2:E013","ABLIM2","E013"
"ABLIM2:E014","ABLIM2","E014"
"ABLIM2:E015","ABLIM2","E015"
"ABLIM2:E016","ABLIM2","E016"
"ABLIM2:E017","ABLIM2","E017"
"ABLIM2:E019","ABLIM2","E019"
"ABLIM2:E020","ABLIM2","E020"
"ABLIM2:E021","ABLIM2","E021"
"ABLIM2:E026","ABLIM2","E026"
"ABLIM2:E028","ABLIM2","E028"
"ABLIM2:E029","ABLIM2","E029"
"ABLIM2:E030","ABLIM2","E030"
"ABLIM2:E036","ABLIM2","E036"
"ABR:E001","ABR","E001"
"ABR:E002","ABR","E002"
"ABR:E003","ABR","E003"
"ABR:E004","ABR","E004"
"ABR:E005","ABR","E005"
"ABR:E006","ABR","E006"
"ABR:E008","ABR","E008"
"ABR:E009","ABR","E009"
"ABR:E010","ABR","E010"
"ABR:E012","ABR","E012"
"ABR:E013","ABR","E013"
"ABR:E014","ABR","E014"
"ABR:E015","ABR","E015"
"ABR:E016","ABR","E016"
"ABR:E017","ABR","E017"
"ABR:E018","ABR","E018"
"ABR:E019","ABR","E019"
"ABR:E021","ABR","E021"
"ABR:E022","ABR","E022"
"ABR:E023","ABR","E023"
"ABR:E024","ABR","E024"
"ABR:E025","ABR","E025"
"ABR:E027","ABR","E027"
"ABR:E028","ABR","E028"
"ABR:E029","ABR","E029"
"ABR:E030","ABR","E030"
"ABR:E031","ABR","E031"
"ABR:E032","ABR","E032"
"ABR:E033","ABR","E033"
"ABR:E034","ABR","E034"
"ABR:E035","ABR","E035"
"ABR:E037","ABR","E037"
"ABR:E038","ABR","E038"
"ABR:E039","ABR","E039"
"ABR:E040","ABR","E040"
"ABR:E041","ABR","E041"
"ABR:E042","ABR","E042"
"ABRAXAS1:E001","ABRAXAS1","E001"
"ABRAXAS1:E002","ABRAXAS1","E002"
"ABRAXAS1:E003","ABRAXAS1","E003"
"ABRAXAS1:E004","ABRAXAS1","E004"
"ABRAXAS1:E005","ABRAXAS1","E005"
"ABRAXAS1:E006","ABRAXAS1","E006"
"ABRAXAS1:E007","ABRAXAS1","E007"
"ABRAXAS1:E008","ABRAXAS1","E008"
"ABRAXAS1:E009","ABRAXAS1","E009"
"ABRAXAS1:E010","ABRAXAS1","E010"
"ABRAXAS1:E011","ABRAXAS1","E011"
"ABRAXAS1:E012","ABRAXAS1","E012"
"ACAA1:E001","ACAA1","E001"
"ACAA1:E002","ACAA1","E002"
"ACAA1:E003","ACAA1","E003"
"ACAA1:E004","ACAA1","E004"
"ACAA1:E005","ACAA1","E005"
"ACAA1:E006","ACAA1","E006"
"ACAA1:E007","ACAA1","E007"
"ACAA1:E008","ACAA1","E008"
"ACAA1:E009","ACAA1","E009"
"ACAA1:E010","ACAA1","E010"
"ACAA1:E011","ACAA1","E011"
"ACAA1:E012","ACAA1","E012"
"ACAA1:E013","ACAA1","E013"
"ACAA1:E014","ACAA1","E014"
"ACACA:E001","ACACA","E001"
"ACACA:E003","ACACA","E003"
"ACACA:E006","ACACA","E006"
"ACACA:E007","ACACA","E007"
"ACACA:E008","ACACA","E008"
"ACACA:E012","ACACA","E012"
"ACACA:E013","ACACA","E013"
"ACACA:E015","ACACA","E015"
"ACACA:E016","ACACA","E016"
"ACACA:E017","ACACA","E017"
"ACACA:E018","ACACA","E018"
"ACACA:E019","ACACA","E019"
"ACACA:E020","ACACA","E020"
"ACACA:E021","ACACA","E021"
"ACACA:E023","ACACA","E023"
"ACACA:E024","ACACA","E024"
"ACACA:E026","ACACA","E026"
"ACACA:E027","ACACA","E027"
"ACACA:E028","ACACA","E028"
"ACACA:E029","ACACA","E029"
"ACACA:E030","ACACA","E030"
"ACACA:E031","ACACA","E031"
"ACACA:E032","ACACA","E032"
"ACACA:E033","ACACA","E033"
"ACACA:E034","ACACA","E034"
"ACACA:E035","ACACA","E035"
"ACACA:E036","ACACA","E036"
"ACACA:E038","ACACA","E038"
"ACACA:E039","ACACA","E039"
"ACACA:E040","ACACA","E040"
"ACACA:E041","ACACA","E041"
"ACACA:E042","ACACA","E042"
"ACACA:E043","ACACA","E043"
"ACACA:E044","ACACA","E044"
"ACACA:E045","ACACA","E045"
"ACACA:E046","ACACA","E046"
"ACACA:E047","ACACA","E047"
"ACACA:E048","ACACA","E048"
"ACACA:E050","ACACA","E050"
"ACACA:E051","ACACA","E051"
"ACACA:E053","ACACA","E053"
"ACACA:E054","ACACA","E054"
"ACACA:E057","ACACA","E057"
"ACACA:E058","ACACA","E058"
"ACACA:E059","ACACA","E059"
"ACACA:E063","ACACA","E063"
"ACACA:E064","ACACA","E064"
"ACACA:E065","ACACA","E065"
"ACACA:E066","ACACA","E066"
"ACACA:E067","ACACA","E067"
"ACACA:E069","ACACA","E069"
"ACACA:E070","ACACA","E070"
"ACAD10:E001","ACAD10","E001"
"ACAD10:E002","ACAD10","E002"
"ACAD10:E003","ACAD10","E003"
"ACAD10:E004","ACAD10","E004"
"ACAD10:E005","ACAD10","E005"
"ACAD10:E006","ACAD10","E006"
"ACAD10:E007","ACAD10","E007"
"ACAD10:E008","ACAD10","E008"
"ACAD10:E009","ACAD10","E009"
"ACAD10:E010","ACAD10","E010"
"ACAD10:E011","ACAD10","E011"
"ACAD10:E012","ACAD10","E012"
"ACAD10:E013","ACAD10","E013"
"ACAD10:E014","ACAD10","E014"
"ACAD10:E015","ACAD10","E015"
"ACAD10:E016","ACAD10","E016"
"ACAD10:E018","ACAD10","E018"
"ACAD10:E019","ACAD10","E019"
"ACAD10:E020","ACAD10","E020"
"ACAD10:E021","ACAD10","E021"
"ACAD10:E022","ACAD10","E022"
"ACAD8:E001","ACAD8","E001"
"ACAD8:E002","ACAD8","E002"
"ACAD8:E003","ACAD8","E003"
"ACAD8:E004","ACAD8","E004"
"ACAD8:E005","ACAD8","E005"
"ACAD8:E006","ACAD8","E006"
"ACAD8:E008","ACAD8","E008"
"ACAD8:E011","ACAD8","E011"
"ACAD8:E012","ACAD8","E012"
"ACAD8:E013","ACAD8","E013"
"ACAD8:E014","ACAD8","E014"
"ACAD8:E015","ACAD8","E015"
"ACAD8:E016","ACAD8","E016"
"ACAD8:E017","ACAD8","E017"
"ACAD8:E018","ACAD8","E018"
"ACAD8:E019","ACAD8","E019"
"ACAD8:E020","ACAD8","E020"
"ACAD8:E021","ACAD8","E021"
"ACAD8:E022","ACAD8","E022"
"ACAD8:E023","ACAD8","E023"
"ACAD8:E024","ACAD8","E024"
"ACAD8:E025","ACAD8","E025"
"ACAD8:E026","ACAD8","E026"
"ACAD8:E027","ACAD8","E027"
"ACAD8:E028","ACAD8","E028"
"ACAD8:E029","ACAD8","E029"
"ACAD8:E030","ACAD8","E030"
"ACADVL:E001","ACADVL","E001"
"ACADVL:E002","ACADVL","E002"
"ACADVL:E003","ACADVL","E003"
"ACADVL:E004","ACADVL","E004"
"ACADVL:E005","ACADVL","E005"
"ACADVL:E006","ACADVL","E006"
"ACADVL:E007","ACADVL","E007"
"ACADVL:E008","ACADVL","E008"
"ACADVL:E009","ACADVL","E009"
"ACADVL:E010","ACADVL","E010"
"ACADVL:E011","ACADVL","E011"
"ACADVL:E012","ACADVL","E012"
"ACADVL:E013","ACADVL","E013"
"ACADVL:E014","ACADVL","E014"
"ACADVL:E015","ACADVL","E015"
"ACADVL:E017","ACADVL","E017"
"ACADVL:E018","ACADVL","E018"
"ACADVL:E019","ACADVL","E019"
"ACADVL:E020","ACADVL","E020"
"ACADVL:E021","ACADVL","E021"
"ACADVL:E022","ACADVL","E022"
"ACADVL:E023","ACADVL","E023"
"ACADVL:E024","ACADVL","E024"
"ACADVL:E025","ACADVL","E025"
"ACADVL:E026","ACADVL","E026"
